EPC,AntnenaId,ChannelIndex,Phase,PeekRssi,Doppler,FirstReadTime,LastReadTime,Timestamp,pading
300833b2ddd9014000000000,1,1,3888,-30,130,1670291763118268,1670291763118268,1670291763118268,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763121966,1670291763121966,1670291763121966,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763128135,1670291763128135,1670291763128135,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763132909,1670291763132909,1670291763132909,
300833b2ddd9014000000000,1,1,3884,-30,156,1670291763137568,1670291763137568,1670291763137568,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763141806,1670291763141806,1670291763141806,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763147572,1670291763147572,1670291763147572,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763153741,1670291763153741,1670291763153741,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763157966,1670291763157966,1670291763157966,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763161434,1670291763161434,1670291763161434,
300833b2ddd9014000000000,1,1,3888,-30,78,1670291763167846,1670291763167846,1670291763167846,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763171710,1670291763171710,1670291763171710,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763177988,1670291763177988,1670291763177988,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763183043,1670291763183043,1670291763183043,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763188496,1670291763188496,1670291763188496,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763195201,1670291763195201,1670291763195201,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763201104,1670291763201104,1670291763201104,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763207229,1670291763207229,1670291763207229,
300833b2ddd9014000000000,1,1,3888,-31,52,1670291763212260,1670291763212260,1670291763212260,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763216447,1670291763216447,1670291763216447,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763222814,1670291763222814,1670291763222814,
300833b2ddd9014000000000,1,1,3884,-30,156,1670291763226102,1670291763226102,1670291763226102,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763232061,1670291763232061,1670291763232061,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763236834,1670291763236834,1670291763236834,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763241888,1670291763241888,1670291763241888,
300833b2ddd9014000000000,1,1,3892,-31,52,1670291763245793,1670291763245793,1670291763245793,
300833b2ddd9014000000000,1,1,3876,-31,130,1670291763250687,1670291763250687,1670291763250687,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763257444,1670291763257444,1670291763257444,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763260117,1670291763260117,1670291763260117,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763265673,1670291763265673,1670291763265673,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763271693,1670291763271693,1670291763271693,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763274995,1670291763274995,1670291763274995,
300833b2ddd9014000000000,1,1,3896,-31,0,1670291763280519,1670291763280519,1670291763280519,
300833b2ddd9014000000000,1,1,3888,-30,104,1670291763284482,1670291763284482,1670291763284482,
300833b2ddd9014000000000,1,1,3884,-31,182,1670291763289290,1670291763289290,1670291763289290,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763294271,1670291763294271,1670291763294271,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763298850,1670291763298850,1670291763298850,
300833b2ddd9014000000000,1,1,3888,-31,52,1670291763303880,1670291763303880,1670291763303880,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763308528,1670291763308528,1670291763308528,
300833b2ddd9014000000000,1,1,3888,-31,52,1670291763314845,1670291763314845,1670291763314845,
300833b2ddd9014000000000,1,1,3880,-30,130,1670291763320525,1670291763320525,1670291763320525,
300833b2ddd9014000000000,1,1,3888,-30,156,1670291763325039,1670291763325039,1670291763325039,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763329363,1670291763329363,1670291763329363,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763334593,1670291763334593,1670291763334593,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763340383,1670291763340383,1670291763340383,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763345665,1670291763345665,1670291763345665,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763351396,1670291763351396,1670291763351396,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763356217,1670291763356217,1670291763356217,
300833b2ddd9014000000000,1,1,3880,-31,221,1670291763361045,1670291763361045,1670291763361045,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763365071,1670291763365071,1670291763365071,
300833b2ddd9014000000000,1,1,3884,-30,156,1670291763369989,1670291763369989,1670291763369989,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763376108,1670291763376108,1670291763376108,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763380383,1670291763380383,1670291763380383,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763385821,1670291763385821,1670291763385821,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763390907,1670291763390907,1670291763390907,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763396421,1670291763396421,1670291763396421,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763399882,1670291763399882,1670291763399882,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763404926,1670291763404926,1670291763404926,
300833b2ddd9014000000000,1,1,3896,-31,26,1670291763409534,1670291763409534,1670291763409534,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763414289,1670291763414289,1670291763414289,
300833b2ddd9014000000000,1,1,3888,-31,52,1670291763420497,1670291763420497,1670291763420497,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763425310,1670291763425310,1670291763425310,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763430410,1670291763430410,1670291763430410,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763434556,1670291763434556,1670291763434556,
300833b2ddd9014000000000,1,1,3880,-30,104,1670291763440293,1670291763440293,1670291763440293,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763445818,1670291763445818,1670291763445818,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763449535,1670291763449535,1670291763449535,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763455662,1670291763455662,1670291763455662,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763459864,1670291763459864,1670291763459864,
300833b2ddd9014000000000,1,1,3896,-31,26,1670291763465886,1670291763465886,1670291763465886,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763469111,1670291763469111,1670291763469111,
300833b2ddd9014000000000,1,1,3888,-31,0,1670291763473596,1670291763473596,1670291763473596,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763479536,1670291763479536,1670291763479536,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763483869,1670291763483869,1670291763483869,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763488703,1670291763488703,1670291763488703,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763494591,1670291763494591,1670291763494591,
300833b2ddd9014000000000,1,1,3876,-31,182,1670291763500287,1670291763500287,1670291763500287,
300833b2ddd9014000000000,1,1,3888,-30,130,1670291763505830,1670291763505830,1670291763505830,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763510676,1670291763510676,1670291763510676,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763515083,1670291763515083,1670291763515083,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763520281,1670291763520281,1670291763520281,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763525794,1670291763525794,1670291763525794,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763529536,1670291763529536,1670291763529536,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763534299,1670291763534299,1670291763534299,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763540220,1670291763540220,1670291763540220,
300833b2ddd9014000000000,1,1,3892,-30,52,1670291763545297,1670291763545297,1670291763545297,
300833b2ddd9014000000000,1,1,3876,-31,182,1670291763550687,1670291763550687,1670291763550687,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763554097,1670291763554097,1670291763554097,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763562454,1670291763562454,1670291763562454,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763565521,1670291763565521,1670291763565521,
300833b2ddd9014000000000,1,1,3884,-30,78,1670291763570677,1670291763570677,1670291763570677,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763575211,1670291763575211,1670291763575211,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763581422,1670291763581422,1670291763581422,
300833b2ddd9014000000000,1,1,3892,-31,52,1670291763585677,1670291763585677,1670291763585677,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763591731,1670291763591731,1670291763591731,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763595306,1670291763595306,1670291763595306,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763599387,1670291763599387,1670291763599387,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763604686,1670291763604686,1670291763604686,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763610413,1670291763610413,1670291763610413,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763614607,1670291763614607,1670291763614607,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763620913,1670291763620913,1670291763620913,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763625955,1670291763625955,1670291763625955,
300833b2ddd9014000000000,1,1,3884,-30,78,1670291763629952,1670291763629952,1670291763629952,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763635232,1670291763635232,1670291763635232,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763638992,1670291763638992,1670291763638992,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763644589,1670291763644589,1670291763644589,
300833b2ddd9014000000000,1,1,3892,-30,78,1670291763650142,1670291763650142,1670291763650142,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763654703,1670291763654703,1670291763654703,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763660902,1670291763660902,1670291763660902,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763666822,1670291763666822,1670291763666822,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763671289,1670291763671289,1670291763671289,
300833b2ddd9014000000000,1,1,3888,-31,52,1670291763674953,1670291763674953,1670291763674953,
300833b2ddd9014000000000,1,1,3884,-31,104,1670291763681085,1670291763681085,1670291763681085,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763686731,1670291763686731,1670291763686731,
300833b2ddd9014000000000,1,1,3876,-31,182,1670291763690114,1670291763690114,1670291763690114,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763695726,1670291763695726,1670291763695726,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763700323,1670291763700323,1670291763700323,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763705608,1670291763705608,1670291763705608,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763709821,1670291763709821,1670291763709821,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763714650,1670291763714650,1670291763714650,
300833b2ddd9014000000000,1,1,3884,-31,182,1670291763718994,1670291763718994,1670291763718994,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763725589,1670291763725589,1670291763725589,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763731897,1670291763731897,1670291763731897,
300833b2ddd9014000000000,1,1,3880,-30,182,1670291763736425,1670291763736425,1670291763736425,
300833b2ddd9014000000000,1,1,3888,-30,26,1670291763740435,1670291763740435,1670291763740435,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763744870,1670291763744870,1670291763744870,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763750865,1670291763750865,1670291763750865,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763756244,1670291763756244,1670291763756244,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763759844,1670291763759844,1670291763759844,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763763904,1670291763763904,1670291763763904,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763772005,1670291763772005,1670291763772005,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763776145,1670291763776145,1670291763776145,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763780113,1670291763780113,1670291763780113,
300833b2ddd9014000000000,1,1,3892,-31,104,1670291763784612,1670291763784612,1670291763784612,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763789466,1670291763789466,1670291763789466,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763795948,1670291763795948,1670291763795948,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763800413,1670291763800413,1670291763800413,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763805415,1670291763805415,1670291763805415,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763810483,1670291763810483,1670291763810483,
300833b2ddd9014000000000,1,1,3884,-31,26,1670291763814415,1670291763814415,1670291763814415,
300833b2ddd9014000000000,1,1,3888,-30,104,1670291763820125,1670291763820125,1670291763820125,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763825412,1670291763825412,1670291763825412,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763828968,1670291763828968,1670291763828968,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763835665,1670291763835665,1670291763835665,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763838802,1670291763838802,1670291763838802,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763845575,1670291763845575,1670291763845575,
300833b2ddd9014000000000,1,1,3896,-31,104,1670291763849610,1670291763849610,1670291763849610,
300833b2ddd9014000000000,1,1,3896,-31,52,1670291763853505,1670291763853505,1670291763853505,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763858530,1670291763858530,1670291763858530,
300833b2ddd9014000000000,1,1,3896,-31,26,1670291763863031,1670291763863031,1670291763863031,
300833b2ddd9014000000000,1,1,3876,-30,182,1670291763868862,1670291763868862,1670291763868862,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763874110,1670291763874110,1670291763874110,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763879866,1670291763879866,1670291763879866,
300833b2ddd9014000000000,1,1,3884,-31,156,1670291763884880,1670291763884880,1670291763884880,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763887761,1670291763887761,1670291763887761,
300833b2ddd9014000000000,1,1,3896,-31,26,1670291763892984,1670291763892984,1670291763892984,
300833b2ddd9014000000000,1,1,3888,-31,78,1670291763898720,1670291763898720,1670291763898720,
300833b2ddd9014000000000,1,1,3892,-31,78,1670291763903235,1670291763903235,1670291763903235,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763908329,1670291763908329,1670291763908329,
300833b2ddd9014000000000,1,1,3888,-30,78,1670291763913338,1670291763913338,1670291763913338,
300833b2ddd9014000000000,1,1,3892,-30,52,1670291763917610,1670291763917610,1670291763917610,
300833b2ddd9014000000000,1,1,3880,-31,156,1670291763922153,1670291763922153,1670291763922153,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763929006,1670291763929006,1670291763929006,
300833b2ddd9014000000000,1,1,3880,-31,104,1670291763933779,1670291763933779,1670291763933779,
300833b2ddd9014000000000,1,1,3892,-31,52,1670291763940062,1670291763940062,1670291763940062,
300833b2ddd9014000000000,1,1,3888,-31,130,1670291763943430,1670291763943430,1670291763943430,
300833b2ddd9014000000000,1,1,3884,-31,130,1670291763949852,1670291763949852,1670291763949852,
300833b2ddd9014000000000,1,1,3888,-31,104,1670291763954912,1670291763954912,1670291763954912,
300833b2ddd9014000000000,1,1,3880,-31,130,1670291763958946,1670291763958946,1670291763958946,
300833b2ddd9014000000000,1,1,3884,-31,78,1670291763963768,1670291763963768,1670291763963768,
300833b2ddd9014000000000,1,1,3888,-30,130,1670291763968326,1670291763968326,1670291763968326,
