EPC,AntnenaId,ChannelIndex,Phase,PeekRssi,Doppler,FirstReadTime,LastReadTime,Timestamp,pading
300833b2ddd9014000000000,1,1,3768,-31,78,1670310361848637,1670310361848637,1670310361848637,
300833b2ddd9014000000000,1,1,3780,-30,52,1670310361854221,1670310361854221,1670310361854221,
300833b2ddd9014000000000,1,1,3772,-31,78,1670310361859592,1670310361859592,1670310361859592,
300833b2ddd9014000000000,1,1,3772,-30,156,1670310361864323,1670310361864323,1670310361864323,
300833b2ddd9014000000000,1,1,3784,-31,-52,1670310361868309,1670310361868309,1670310361868309,
300833b2ddd9014000000000,1,1,3780,-31,52,1670310361874686,1670310361874686,1670310361874686,
300833b2ddd9014000000000,1,1,3784,-31,-52,1670310361879266,1670310361879266,1670310361879266,
300833b2ddd9014000000000,1,1,3780,-30,104,1670310361883187,1670310361883187,1670310361883187,
300833b2ddd9014000000000,1,1,3776,-31,52,1670310361888068,1670310361888068,1670310361888068,
300833b2ddd9014000000000,1,1,3772,-31,130,1670310361893968,1670310361893968,1670310361893968,
300833b2ddd9014000000000,1,1,3784,-31,52,1670310361898547,1670310361898547,1670310361898547,
300833b2ddd9014000000000,1,1,3780,-31,78,1670310361904146,1670310361904146,1670310361904146,
300833b2ddd9014000000000,1,1,3772,-31,156,1670310361908522,1670310361908522,1670310361908522,
300833b2ddd9014000000000,1,1,3780,-31,26,1670310361913095,1670310361913095,1670310361913095,
300833b2ddd9014000000000,1,1,3780,-30,104,1670310361919633,1670310361919633,1670310361919633,
300833b2ddd9014000000000,1,1,3780,-31,130,1670310361924614,1670310361924614,1670310361924614,
300833b2ddd9014000000000,1,1,3788,-30,104,1670310361928834,1670310361928834,1670310361928834,
300833b2ddd9014000000000,1,1,3788,-30,52,1670310361933865,1670310361933865,1670310361933865,
300833b2ddd9014000000000,1,1,3780,-31,78,1670310361938764,1670310361938764,1670310361938764,
300833b2ddd9014000000000,1,1,3780,-31,78,1670310361942435,1670310361942435,1670310361942435,
300833b2ddd9014000000000,1,1,3788,-31,52,1670310361947508,1670310361947508,1670310361947508,
300833b2ddd9014000000000,1,1,3780,-31,104,1670310361954259,1670310361954259,1670310361954259,
300833b2ddd9014000000000,1,1,3784,-31,78,1670310361958463,1670310361958463,1670310361958463,
300833b2ddd9014000000000,1,1,3784,-31,52,1670310361962109,1670310361962109,1670310361962109,
300833b2ddd9014000000000,1,1,3780,-31,130,1670310361967158,1670310361967158,1670310361967158,
300833b2ddd9014000000000,1,1,3780,-31,78,1670310361972506,1670310361972506,1670310361972506,
300833b2ddd9014000000000,1,1,3788,-31,78,1670310361977790,1670310361977790,1670310361977790,
300833b2ddd9014000000000,1,1,3780,-31,130,1670310361983453,1670310361983453,1670310361983453,
300833b2ddd9014000000000,1,1,3784,-31,78,1670310361987931,1670310361987931,1670310361987931,
300833b2ddd9014000000000,1,1,3788,-31,78,1670310361991799,1670310361991799,1670310361991799,
300833b2ddd9014000000000,1,1,3788,-31,104,1670310361996155,1670310361996155,1670310361996155,
300833b2ddd9014000000000,1,1,3788,-31,26,1670310362001143,1670310362001143,1670310362001143,
300833b2ddd9014000000000,1,1,3784,-31,78,1670310362007363,1670310362007363,1670310362007363,
300833b2ddd9014000000000,1,1,3780,-31,26,1670310362011078,1670310362011078,1670310362011078,
300833b2ddd9014000000000,1,1,3784,-30,130,1670310362017596,1670310362017596,1670310362017596,
300833b2ddd9014000000000,1,1,3784,-31,104,1670310362021692,1670310362021692,1670310362021692,
300833b2ddd9014000000000,1,1,3788,-31,78,1670310362027464,1670310362027464,1670310362027464,
300833b2ddd9014000000000,1,1,3784,-31,104,1670310362030334,1670310362030334,1670310362030334,
300833b2ddd9014000000000,1,1,3788,-31,52,1670310362036314,1670310362036314,1670310362036314,
300833b2ddd9014000000000,1,1,3784,-30,78,1670310362041572,1670310362041572,1670310362041572,
300833b2ddd9014000000000,1,1,3788,-31,78,1670310362046042,1670310362046042,1670310362046042,
